# verdadeiro, estimado, distancia, estimulo
0, 27.9623, -0.00393701, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_0.wav
-90, 19.5849, 0.109252, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-90.wav
0, 31.3585, -0.0019685, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_0.wav
-45, -23.2075, 0.750984, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-45.wav
-60, -6.90566, 0.667323, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_-60.wav
-30, -32.0377, 0.827756, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-30.wav
-45, 26.3774, 0.568898, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_-45.wav
90, 78.6792, 0.791339, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_90.wav
-75, -87.5094, 0.829724, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-75.wav
-90, -18, 0.13878, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-90.wav
90, 50.6038, 0.675197, Sandro_azim_multiplostons_01nov2023_ild_multiplostons_90.wav
-75, -87.0566, 0.849409, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_-75.wav
-45, -3.50943, 0.851378, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-45.wav
90, 73.6981, 0.791339, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_90.wav
30, 44.0377, 1, Sandro_azim_multiplostons_01nov2023_itld_espectro_rev_multiplostons_30.wav
0, 26.3774, -0.000984252, Sandro_azim_multiplostons_01nov2023_itd_multiplostons_0.wav
30, 53.5472, 0.894685, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_30.wav
75, 84.7925, 0.67126, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_75.wav
-45, -14.6038, 0.820866, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-45.wav
30, 54.9057, 0.86811, Sandro_azim_multiplostons_01nov2023_recording_multiplostons_30.wav
-60, -29.3208, 0.689961, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-60.wav
-30, 11.8868, 0.844488, Sandro_azim_multiplostons_01nov2023_itld_espectro_multiplostons_-30.wav
-15, 32.9434, 0.844488, Sandro_azim_multiplostons_01nov2023_itld_multiplostons_-15.wav
